day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Region
25,9,2012,28.0,70.0,15.0,0.0,79.9,13.8,36.1,2.4,14.1,3.0,not fire,Andhra Pradesh
26,9,2012,30.0,65.0,14.0,0.0,85.4,16.0,44.5,4.5,16.9,6.5,fire,Andhra Pradesh
27,9,2012,28.0,87.0,15.0,4.4,41.1,6.5,8.0,0.1,6.2,0.0,not fire,Andhra Pradesh
28,9,2012,27.0,87.0,29.0,0.5,45.9,3.5,7.9,0.4,3.4,0.2,not fire,Andhra Pradesh
29,9,2012,24.0,54.0,18.0,0.1,79.7,4.3,15.2,1.7,5.1,0.7,not fire,Andhra Pradesh
30,9,2012,24.0,64.0,15.0,0.2,67.3,3.8,16.5,1.2,4.8,0.5,not fire,Andhra Pradesh
7,8,2014,34.5,55.5,13.8,0.2,85.4,58.5,56.8,5.1,7.0,20.9,fire,Karnataka
20,6,2014,33.8,67.7,14.7,0.0,93.6,51.4,171.4,15.9,52.9,20.2,fire,Andhra Pradesh
15,8,2013,30.7,22.8,20.1,0.0,86.7,11.2,34.5,13.2,32.1,7.8,fire,Karnataka
11,7,2014,35.4,24.5,16.0,0.0,83.6,31.8,10.5,2.7,29.7,15.9,fire,Karnataka
8,9,2014,30.4,67.2,23.8,13.8,70.1,1.7,29.5,0.4,6.8,2.8,not fire,Karnataka
21,6,2014,30.9,47.9,16.4,0.0,78.2,23.9,117.8,3.0,27.1,3.0,fire,Andhra Pradesh
7,7,2014,30.0,42.4,10.6,0.0,92.4,16.2,43.5,3.3,45.1,22.5,fire,Andhra Pradesh
26,6,2014,22.4,89.8,12.9,8.7,66.3,21.9,41.0,2.8,9.1,2.3,not fire,Karnataka
19,9,2013,23.1,88.3,21.3,13.1,52.4,16.3,31.8,2.6,3.0,0.2,not fire,Andhra Pradesh
23,9,2014,32.2,29.6,19.5,0.2,84.1,15.1,175.4,12.7,36.4,18.1,fire,Karnataka
11,7,2014,38.3,33.3,21.0,0.0,81.6,45.5,23.3,2.0,21.2,15.4,fire,Karnataka
11,8,2014,40.3,60.3,17.9,0.0,84.7,64.2,16.5,16.2,41.5,14.7,fire,Karnataka
24,8,2013,38.4,47.3,19.5,0.0,83.0,40.1,201.4,5.1,44.2,20.3,fire,Karnataka
21,8,2013,32.3,61.6,24.2,14.5,37.7,6.5,53.6,0.6,21.5,1.4,not fire,Andhra Pradesh
4,7,2014,32.2,68.0,14.3,0.0,88.7,14.0,90.9,18.0,21.3,21.0,fire,Andhra Pradesh
8,6,2014,26.6,84.1,14.2,15.5,52.5,6.4,9.6,0.6,13.5,0.9,not fire,Andhra Pradesh
24,6,2013,39.8,44.3,12.0,0.0,81.0,14.2,15.8,14.0,46.8,15.8,fire,Karnataka
3,9,2014,40.0,64.5,16.0,0.0,80.0,20.5,20.1,10.5,64.0,3.1,fire,Karnataka
22,9,2013,23.7,72.8,27.9,5.1,55.4,1.7,13.3,3.5,24.2,0.0,not fire,Karnataka
21,8,2013,35.3,79.4,26.8,7.3,55.8,12.6,38.7,0.5,1.7,0.9,not fire,Andhra Pradesh
2,7,2013,38.2,31.9,17.1,0.0,90.1,31.1,192.0,4.5,48.6,26.3,fire,Karnataka
24,7,2013,41.3,57.9,15.0,0.4,88.3,5.9,205.4,13.2,47.6,8.3,fire,Andhra Pradesh
12,8,2014,37.6,42.3,16.8,0.0,96.0,6.9,215.2,8.4,59.9,24.7,fire,Andhra Pradesh
6,9,2013,29.9,82.8,26.9,6.5,45.7,16.9,45.6,2.7,20.1,1.2,not fire,Andhra Pradesh
2,9,2014,33.4,61.2,21.3,0.1,45.5,9.6,25.4,2.4,10.3,1.3,not fire,Andhra Pradesh
28,8,2014,25.3,70.1,15.9,1.2,60.6,16.9,36.4,1.6,10.1,2.4,not fire,Andhra Pradesh
21,8,2014,29.3,73.8,12.4,5.5,48.5,10.4,34.4,1.9,15.6,2.1,not fire,Andhra Pradesh
1,6,2014,33.4,82.1,28.2,0.3,38.6,0.9,37.7,3.1,6.8,2.6,not fire,Karnataka
12,6,2013,29.8,71.5,13.2,0.0,82.6,21.4,73.1,15.2,39.0,11.0,fire,Karnataka
26,9,2014,30.5,82.1,16.6,6.6,34.6,5.1,39.4,0.6,13.6,2.0,not fire,Andhra Pradesh
22,8,2014,30.4,51.6,12.1,0.0,92.5,37.6,17.2,12.3,64.9,19.4,fire,Andhra Pradesh
12,6,2013,39.6,68.7,11.7,0.0,85.4,55.2,198.8,7.5,19.9,24.6,fire,Karnataka
25,6,2014,32.6,65.4,14.1,0.0,89.2,31.6,132.4,4.4,51.4,27.0,fire,Andhra Pradesh
17,8,2014,31.8,26.2,9.3,0.0,87.8,18.1,90.9,11.6,36.3,30.6,fire,Andhra Pradesh
27,6,2014,30.8,58.5,13.9,0.0,90.5,64.5,35.2,3.3,50.6,18.8,fire,Karnataka
27,6,2014,25.8,59.8,13.5,14.3,38.4,8.6,17.1,1.2,2.7,1.5,not fire,Andhra Pradesh
10,7,2014,29.9,64.2,11.8,0.4,89.7,36.5,76.8,7.2,47.2,30.8,fire,Andhra Pradesh
28,8,2013,31.3,76.5,24.4,7.4,31.2,14.4,52.9,0.6,17.6,0.6,not fire,Andhra Pradesh
28,8,2014,36.0,26.2,14.4,0.0,90.0,52.5,204.6,5.5,30.2,6.4,fire,Karnataka
16,6,2014,41.9,71.1,15.5,0.0,89.2,9.4,168.1,3.7,57.0,24.7,fire,Karnataka
15,8,2013,38.2,23.0,12.6,0.0,79.6,61.2,125.4,6.7,30.0,15.0,fire,Karnataka
15,6,2013,36.8,48.8,20.0,0.3,93.3,16.7,205.3,3.5,56.5,13.0,fire,Andhra Pradesh
19,7,2013,34.3,87.4,25.7,12.6,44.5,2.7,25.7,0.6,17.7,1.0,not fire,Andhra Pradesh
12,8,2014,41.7,55.6,18.9,0.2,94.6,33.7,136.5,14.5,16.0,16.6,fire,Karnataka
23,8,2014,34.2,28.9,13.4,0.0,80.4,62.8,124.5,17.9,32.2,11.0,fire,Andhra Pradesh
20,8,2013,35.6,44.7,10.3,0.0,89.2,43.7,40.2,2.5,54.2,15.3,fire,Andhra Pradesh
25,8,2014,22.8,91.8,13.0,11.1,81.1,6.5,13.0,0.4,8.3,0.3,not fire,Andhra Pradesh
3,8,2013,31.7,59.2,20.7,15.9,72.0,15.6,21.0,2.2,13.6,1.2,not fire,Andhra Pradesh
5,6,2014,23.8,88.0,19.6,3.1,47.9,10.8,46.5,2.6,19.5,0.0,not fire,Andhra Pradesh
19,7,2014,34.4,47.0,9.2,0.0,80.5,36.7,53.6,1.7,20.2,30.3,fire,Karnataka
7,7,2014,39.4,72.8,14.9,0.0,86.2,55.5,28.8,9.8,14.5,11.4,fire,Andhra Pradesh
21,6,2013,38.6,46.7,13.5,0.0,92.1,58.4,210.5,14.9,24.9,22.0,fire,Karnataka
9,9,2013,28.1,65.9,26.3,0.6,76.7,11.9,37.2,2.3,22.5,1.8,not fire,Andhra Pradesh
7,7,2013,37.0,24.6,15.2,0.0,87.2,45.5,16.8,2.9,50.1,4.1,fire,Karnataka
18,9,2013,29.9,21.7,20.5,0.0,83.3,25.3,172.2,12.7,16.7,7.0,fire,Andhra Pradesh
4,8,2014,23.4,80.1,25.0,4.2,29.1,2.7,53.4,1.0,19.5,1.7,not fire,Karnataka
25,8,2014,34.0,32.1,10.5,0.0,89.6,36.3,16.9,18.0,55.3,10.5,fire,Andhra Pradesh
28,7,2014,35.7,78.1,21.9,12.0,71.8,16.7,12.3,1.2,23.3,0.6,not fire,Karnataka
14,8,2014,33.8,44.3,14.3,0.4,82.3,11.4,49.9,16.6,45.7,10.3,fire,Andhra Pradesh
18,7,2014,39.6,67.5,19.2,0.0,91.6,32.1,186.5,13.9,53.9,21.0,fire,Karnataka
26,6,2014,24.5,76.1,28.7,15.0,30.3,4.7,12.5,2.5,20.6,0.6,not fire,Andhra Pradesh
9,8,2014,35.6,66.4,17.8,0.0,87.2,22.2,127.8,13.2,60.0,20.5,fire,Karnataka
26,7,2014,32.7,62.6,19.8,0.1,41.3,18.4,54.6,0.3,10.6,2.2,not fire,Karnataka
21,6,2013,31.7,51.0,17.8,0.0,84.4,51.8,125.5,1.6,52.9,3.0,fire,Andhra Pradesh
2,8,2013,38.7,31.9,20.5,0.0,80.7,22.6,193.8,18.4,28.2,15.0,fire,Andhra Pradesh
20,6,2013,32.1,88.0,22.1,6.3,50.3,17.6,6.2,2.2,9.5,2.2,not fire,Karnataka
28,9,2014,23.3,77.6,20.2,10.3,31.5,14.8,33.5,2.0,15.5,1.9,not fire,Andhra Pradesh
15,9,2014,33.3,66.4,26.0,8.0,32.2,2.1,22.4,2.7,18.0,2.2,not fire,Karnataka
28,9,2013,35.7,44.8,10.8,0.0,79.6,17.5,134.8,14.0,67.9,29.1,fire,Karnataka
7,7,2014,31.0,71.7,22.8,12.6,34.4,10.7,47.2,1.3,14.7,1.6,not fire,Karnataka
12,6,2014,31.4,40.6,13.0,0.0,93.0,20.7,117.8,6.6,64.3,9.5,fire,Andhra Pradesh
8,9,2013,34.6,68.1,19.1,0.0,86.2,33.5,36.3,2.9,50.9,16.4,fire,Karnataka
15,7,2013,28.1,82.5,25.0,2.5,61.0,4.0,42.8,2.3,24.0,0.2,not fire,Karnataka
3,9,2014,29.7,36.2,12.1,0.2,82.5,20.6,169.0,9.1,53.9,3.9,fire,Andhra Pradesh
14,9,2014,28.8,58.2,13.1,14.5,35.5,13.6,26.1,1.2,22.6,0.1,not fire,Andhra Pradesh
17,9,2014,37.6,73.0,15.7,0.0,85.5,19.9,162.9,18.2,21.2,21.0,fire,Andhra Pradesh
4,7,2014,31.6,51.5,14.6,0.0,84.3,11.0,40.1,5.3,20.8,26.7,fire,Andhra Pradesh
18,7,2014,36.3,49.3,10.4,0.0,79.2,47.2,123.2,2.9,33.9,16.1,fire,Karnataka
8,9,2014,24.3,90.1,26.4,10.7,53.0,10.7,37.9,1.9,2.5,1.4,not fire,Karnataka
4,7,2014,33.3,73.1,12.9,12.6,38.9,7.0,14.1,1.2,19.2,1.5,not fire,Karnataka
2,6,2014,24.9,87.7,27.0,13.9,40.9,11.7,54.3,2.7,1.7,0.2,not fire,Karnataka
6,8,2013,28.5,88.8,21.2,8.0,33.7,16.7,46.3,1.3,19.6,2.7,not fire,Andhra Pradesh
22,9,2013,24.9,75.3,16.9,12.7,59.2,16.1,45.1,1.4,23.0,1.5,not fire,Karnataka
10,8,2013,24.2,81.4,25.5,5.1,74.3,22.7,19.6,3.4,4.4,0.6,not fire,Karnataka
4,8,2014,31.4,69.3,16.9,0.0,89.1,9.1,195.1,15.2,36.8,30.0,fire,Andhra Pradesh
22,6,2014,34.4,74.1,17.0,0.0,93.9,30.1,42.4,1.7,40.3,17.3,fire,Karnataka
18,8,2014,38.4,69.1,10.0,0.0,93.4,54.0,122.6,13.6,24.8,15.7,fire,Karnataka
26,9,2013,33.5,73.1,18.1,7.9,72.7,8.8,14.5,2.5,20.8,0.3,not fire,Karnataka
12,6,2013,25.4,62.0,17.9,7.2,68.4,16.5,36.4,1.2,21.2,1.3,not fire,Karnataka
2,7,2013,41.7,55.2,10.5,0.0,90.4,8.2,45.1,16.0,19.3,26.3,fire,Karnataka
10,9,2013,25.9,79.5,23.8,8.2,44.5,5.9,7.6,1.1,16.7,2.6,not fire,Karnataka
4,8,2014,34.2,83.8,25.4,10.6,42.1,22.7,38.9,2.0,3.7,1.3,not fire,Andhra Pradesh
14,8,2013,35.0,67.7,15.6,0.3,80.0,29.8,16.9,14.1,62.8,10.1,fire,Andhra Pradesh
16,8,2013,40.2,36.8,19.9,0.0,78.3,62.7,162.1,6.7,57.3,10.2,fire,Karnataka
15,7,2014,34.2,60.9,24.0,8.7,33.2,6.6,6.6,1.6,8.2,1.7,not fire,Karnataka
8,7,2013,32.9,37.2,17.9,0.1,93.3,44.7,133.8,16.7,16.7,4.3,fire,Andhra Pradesh
14,8,2014,25.4,84.8,12.6,9.3,81.8,21.5,31.6,0.2,21.0,1.7,not fire,Karnataka
23,8,2014,30.5,26.1,19.9,0.0,93.8,38.9,117.7,8.8,25.0,14.6,fire,Karnataka
28,9,2013,32.8,78.1,27.2,7.1,60.8,16.0,35.0,2.5,6.7,1.4,not fire,Karnataka
25,9,2014,23.5,70.5,20.3,10.4,79.3,15.3,42.4,1.8,16.2,0.2,not fire,Andhra Pradesh
8,7,2014,25.6,69.7,20.0,0.7,35.6,7.4,53.6,1.2,12.6,0.5,not fire,Karnataka
21,7,2014,36.9,36.2,11.5,0.0,78.1,17.4,15.8,3.3,26.3,25.3,fire,Andhra Pradesh
16,8,2013,30.0,74.9,17.0,14.9,49.4,2.8,36.2,0.4,9.3,1.4,not fire,Karnataka
13,8,2014,34.2,74.3,23.9,15.9,35.1,7.4,25.3,1.5,10.9,2.5,not fire,Andhra Pradesh
18,8,2013,38.3,53.8,12.7,0.5,92.8,4.1,142.9,2.4,21.2,3.7,fire,Andhra Pradesh
15,8,2013,30.5,81.0,13.9,6.1,52.6,9.7,11.9,1.5,19.0,0.2,not fire,Karnataka
21,9,2013,30.0,40.2,20.3,0.0,84.5,40.2,10.1,12.3,62.5,19.8,fire,Andhra Pradesh
24,7,2014,34.2,82.3,14.0,14.4,31.6,13.7,13.0,0.0,11.1,0.8,not fire,Karnataka
26,7,2013,35.3,52.2,9.5,0.0,84.2,48.5,146.3,15.9,48.6,14.5,fire,Andhra Pradesh
25,6,2013,37.7,35.9,12.7,0.0,92.4,54.2,189.8,17.1,32.2,11.2,fire,Karnataka
28,8,2014,36.6,41.0,16.2,0.0,84.7,14.2,99.3,3.9,61.1,12.0,fire,Karnataka
28,6,2013,24.2,57.9,23.0,10.2,46.4,2.4,26.1,1.1,17.3,1.7,not fire,Andhra Pradesh
28,7,2013,33.7,32.8,20.9,0.0,80.5,33.6,13.8,10.1,65.7,13.1,fire,Karnataka
13,7,2013,22.5,58.1,18.6,2.6,29.3,19.1,28.5,1.0,22.6,0.3,not fire,Karnataka
9,7,2013,41.4,38.0,19.7,0.0,95.7,21.6,211.8,8.1,29.3,11.9,fire,Andhra Pradesh
15,8,2013,36.0,29.3,15.6,0.0,93.0,30.9,72.1,5.9,17.3,3.7,fire,Karnataka
13,6,2013,33.5,35.6,20.6,0.0,88.4,12.5,102.1,12.1,35.8,13.7,fire,Karnataka
1,6,2014,35.9,87.8,22.6,9.1,61.5,5.6,25.4,0.1,12.4,1.5,not fire,Andhra Pradesh
25,8,2013,32.0,73.1,19.9,0.0,93.7,12.0,175.6,3.6,55.0,10.0,fire,Andhra Pradesh
7,7,2013,34.3,90.0,14.5,7.4,81.0,12.4,48.3,2.1,10.0,0.8,not fire,Karnataka
9,6,2014,24.8,83.7,18.6,8.2,54.6,14.7,48.4,3.4,10.8,2.3,not fire,Karnataka
24,7,2013,32.7,77.1,28.3,3.2,33.9,21.5,27.5,3.0,22.4,0.2,not fire,Andhra Pradesh
1,8,2014,40.5,45.2,15.1,0.4,78.3,33.1,153.8,13.8,48.6,5.9,fire,Andhra Pradesh
12,6,2013,32.9,40.4,18.7,0.0,95.2,4.5,219.5,13.0,57.2,10.5,fire,Karnataka
8,8,2013,22.2,82.8,26.2,11.8,35.7,19.0,43.7,2.3,19.4,2.4,not fire,Andhra Pradesh
24,6,2013,37.0,25.8,14.9,0.0,85.3,8.0,81.9,3.4,55.9,29.5,fire,Karnataka
11,6,2013,23.0,90.4,20.9,4.8,32.2,12.9,44.9,2.5,2.2,0.2,not fire,Karnataka
19,7,2013,34.2,36.9,11.8,0.0,94.7,28.7,200.1,7.0,35.0,8.6,fire,Karnataka
17,7,2013,31.0,91.3,22.3,5.7,63.0,3.7,49.5,1.8,11.8,1.6,not fire,Karnataka
8,8,2013,30.7,59.5,23.6,3.9,66.6,20.7,45.4,1.9,13.5,0.4,not fire,Karnataka
3,8,2013,32.9,66.5,20.4,4.5,35.2,16.0,8.7,2.6,8.6,0.0,not fire,Andhra Pradesh
3,9,2013,35.6,23.5,12.3,0.0,93.1,4.2,60.3,14.1,24.9,5.0,fire,Andhra Pradesh
1,7,2013,27.0,66.5,26.3,5.0,70.6,22.4,27.3,3.2,10.1,2.7,not fire,Andhra Pradesh
27,7,2013,30.2,58.1,14.9,0.0,90.7,4.3,43.4,13.6,47.0,30.0,fire,Andhra Pradesh
5,8,2014,38.9,72.3,17.4,0.0,92.1,43.3,18.2,7.6,65.3,16.5,fire,Karnataka
10,7,2014,28.1,73.0,15.6,5.9,48.0,2.0,43.6,1.5,20.7,2.4,not fire,Karnataka
7,7,2013,25.0,80.0,20.0,14.1,39.6,17.2,35.8,1.0,4.3,1.8,not fire,Karnataka
26,6,2014,32.3,68.0,23.0,6.3,66.5,5.5,49.6,1.0,9.8,0.2,not fire,Karnataka
9,6,2014,23.6,75.1,16.5,13.4,28.8,9.9,22.5,0.1,4.0,1.2,not fire,Andhra Pradesh
28,9,2013,35.4,42.8,15.4,0.0,86.4,62.8,118.0,13.0,24.6,24.4,fire,Karnataka
7,8,2014,39.0,49.1,20.7,0.0,91.9,53.2,33.5,6.0,6.1,10.5,fire,Karnataka
9,8,2014,32.8,75.1,17.9,5.9,28.1,8.0,37.7,3.4,21.3,0.1,not fire,Andhra Pradesh
8,7,2013,40.7,63.3,18.4,0.0,83.5,8.0,56.4,5.7,35.5,23.7,fire,Andhra Pradesh
12,6,2013,35.2,24.1,20.5,0.0,95.8,37.2,212.1,2.8,28.0,8.5,fire,Andhra Pradesh
2,6,2014,31.5,28.6,16.5,0.0,80.6,53.5,142.8,8.1,47.5,9.5,fire,Andhra Pradesh
1,7,2014,33.5,70.5,12.5,0.3,90.7,7.8,39.2,1.6,44.7,15.0,fire,Karnataka
16,7,2013,30.7,72.7,15.4,0.0,90.2,8.7,66.2,15.2,34.0,17.9,fire,Karnataka
23,8,2013,34.6,23.4,11.0,0.0,78.9,55.5,216.0,15.0,58.8,9.0,fire,Andhra Pradesh
23,8,2013,41.5,31.6,20.4,0.0,95.7,38.7,63.0,8.9,42.4,4.1,fire,Karnataka
24,7,2013,37.1,74.0,11.3,0.5,95.0,62.6,118.5,18.1,52.7,6.7,fire,Karnataka
5,9,2014,28.7,82.1,16.2,10.2,64.0,4.7,33.7,2.7,13.0,0.0,not fire,Karnataka
3,8,2013,29.1,40.3,20.1,0.0,82.0,23.6,187.8,13.9,11.0,14.4,fire,Andhra Pradesh
12,8,2013,29.4,47.0,16.9,0.0,85.2,60.1,218.6,2.3,52.9,12.8,fire,Karnataka
8,8,2014,27.5,83.4,27.6,15.2,59.2,9.4,44.6,0.9,14.5,1.0,not fire,Andhra Pradesh
22,7,2013,37.5,34.0,11.3,0.0,87.1,17.5,16.3,2.1,16.0,27.1,fire,Karnataka
27,6,2013,26.0,90.3,21.9,7.0,59.3,13.3,43.2,1.0,9.5,2.5,not fire,Karnataka
3,7,2014,35.3,88.2,19.1,12.5,53.7,12.8,16.0,2.1,5.5,0.9,not fire,Karnataka
1,8,2014,40.1,32.2,9.9,0.1,87.1,29.0,179.9,15.7,25.9,22.1,fire,Andhra Pradesh
3,6,2014,39.0,56.4,10.8,0.0,83.1,29.9,16.0,3.7,53.2,2.0,fire,Karnataka
5,6,2014,27.8,75.3,12.9,15.6,40.2,8.1,20.9,0.8,1.0,2.0,not fire,Andhra Pradesh
15,6,2013,35.5,64.9,23.3,11.9,73.8,11.0,20.8,1.1,18.1,2.3,not fire,Andhra Pradesh
14,6,2013,31.4,41.0,19.8,0.5,91.6,28.0,133.2,12.7,9.9,17.8,fire,Andhra Pradesh
3,9,2014,31.9,62.9,25.3,9.3,79.4,1.7,19.0,2.1,8.1,2.0,not fire,Karnataka
1,8,2013,38.9,26.5,15.2,0.0,94.8,54.5,155.8,13.6,34.1,28.7,fire,Karnataka
5,7,2013,31.7,82.5,26.6,4.4,71.6,5.4,22.9,1.2,24.5,2.4,not fire,Karnataka
26,6,2013,38.1,60.3,15.7,0.0,84.8,13.9,174.7,14.0,29.2,2.7,fire,Karnataka
23,7,2013,33.7,57.4,24.0,15.5,51.6,6.4,40.5,2.9,14.1,2.7,not fire,Andhra Pradesh
14,7,2013,22.7,74.7,24.2,13.8,37.7,20.1,33.1,1.4,4.2,2.4,not fire,Andhra Pradesh
7,6,2013,24.2,67.8,16.9,13.9,64.3,20.1,18.3,2.2,14.7,2.3,not fire,Andhra Pradesh
27,7,2013,40.8,21.7,17.1,0.0,83.2,22.7,82.8,12.1,26.0,23.2,fire,Karnataka
9,7,2013,34.3,24.7,18.4,0.0,90.3,24.3,20.0,7.9,64.5,20.6,fire,Andhra Pradesh
15,8,2014,37.7,55.1,11.4,0.0,79.8,20.9,66.6,8.8,66.8,4.0,fire,Karnataka
15,8,2014,35.7,30.7,20.6,0.0,91.3,47.0,97.6,7.4,30.0,9.7,fire,Andhra Pradesh
26,6,2014,31.7,47.1,12.2,0.0,95.4,40.8,24.3,2.8,64.9,10.6,fire,Karnataka
10,7,2014,23.3,78.0,22.6,10.4,42.4,1.1,53.3,0.9,17.2,2.0,not fire,Karnataka
28,8,2013,36.9,37.9,12.3,0.4,95.0,10.5,40.8,17.6,51.4,27.6,fire,Andhra Pradesh
13,7,2013,31.6,52.7,17.4,0.0,78.3,39.6,61.7,9.2,65.3,13.6,fire,Andhra Pradesh
19,9,2014,33.8,63.6,23.4,15.6,33.5,0.9,27.2,0.3,19.0,2.6,not fire,Andhra Pradesh
7,8,2014,28.1,66.1,19.4,11.6,28.5,15.0,36.1,2.2,6.8,2.0,not fire,Andhra Pradesh
17,6,2014,23.3,64.0,26.9,11.8,28.7,6.7,16.5,0.9,6.9,0.2,not fire,Karnataka
20,6,2013,28.4,82.6,22.3,10.8,32.4,23.8,47.1,2.8,20.8,2.6,not fire,Andhra Pradesh
4,8,2013,36.1,31.8,16.4,0.0,87.4,8.2,86.7,17.2,41.8,17.6,fire,Andhra Pradesh
5,6,2013,32.5,40.9,19.7,0.0,86.2,42.4,60.7,13.5,31.9,14.8,fire,Andhra Pradesh
23,8,2013,31.1,89.8,13.1,13.2,43.8,11.5,7.1,1.1,13.1,0.2,not fire,Karnataka
7,9,2014,28.9,89.4,13.8,12.2,50.1,16.6,18.8,0.6,4.9,0.2,not fire,Karnataka
13,8,2014,31.4,56.9,19.6,0.0,80.0,21.6,73.7,5.7,37.4,17.5,fire,Andhra Pradesh
15,7,2013,27.0,69.4,26.1,12.6,44.6,22.9,52.7,1.1,9.5,1.4,not fire,Karnataka
11,8,2014,41.2,68.3,10.2,0.0,87.1,15.8,190.1,13.0,57.8,26.9,fire,Andhra Pradesh
4,7,2014,38.7,44.7,16.3,0.0,81.2,46.3,56.7,3.5,15.4,2.1,fire,Karnataka
13,7,2013,38.3,60.5,15.2,0.0,78.3,14.1,196.9,5.6,27.3,5.1,fire,Karnataka
7,9,2013,25.1,75.2,22.3,3.9,31.1,10.2,17.5,0.8,24.0,1.7,not fire,Karnataka
27,7,2013,29.8,71.6,19.3,8.7,65.6,17.8,14.4,1.8,10.9,2.4,not fire,Karnataka
19,9,2013,37.2,49.8,10.4,0.0,84.1,12.7,154.7,5.0,29.7,28.0,fire,Andhra Pradesh
22,9,2013,24.9,74.8,19.1,0.3,70.8,2.4,29.2,2.0,16.1,1.9,not fire,Andhra Pradesh
28,6,2013,32.3,21.5,17.7,0.0,92.8,55.4,110.8,7.2,54.9,15.1,fire,Andhra Pradesh
2,6,2013,31.4,67.2,19.6,0.0,85.0,53.0,199.2,5.0,9.2,27.4,fire,Karnataka
10,6,2013,27.5,76.0,28.5,1.1,63.0,2.5,24.4,2.8,11.4,2.8,not fire,Andhra Pradesh
13,6,2014,29.8,68.2,15.7,5.6,48.1,2.4,24.1,1.6,18.3,1.8,not fire,Andhra Pradesh
25,6,2013,31.9,57.3,15.7,10.6,54.1,0.8,45.4,2.7,14.2,0.2,not fire,Andhra Pradesh
21,8,2014,32.7,77.4,25.3,12.0,71.4,13.3,12.9,2.3,15.9,2.1,not fire,Karnataka
6,6,2013,24.4,63.8,27.1,12.0,77.0,19.1,35.3,2.3,22.3,1.6,not fire,Karnataka
28,7,2014,37.2,29.4,14.7,0.0,81.6,23.1,59.2,5.2,31.8,28.3,fire,Karnataka
28,8,2013,35.6,31.1,9.9,0.0,92.8,44.2,176.8,6.1,48.6,9.7,fire,Andhra Pradesh
12,6,2013,41.2,55.4,12.9,0.0,90.5,17.3,134.2,6.0,46.7,25.6,fire,Andhra Pradesh
12,8,2014,39.1,62.1,11.3,0.0,84.6,30.4,14.6,5.9,7.1,27.5,fire,Andhra Pradesh
20,7,2014,32.2,51.1,9.5,0.0,94.2,58.2,77.0,16.8,67.8,25.9,fire,Karnataka
11,6,2014,33.8,65.7,21.8,1.1,33.1,25.0,22.0,2.6,20.4,2.4,not fire,Karnataka
26,8,2013,42.0,34.0,9.5,0.0,78.4,26.0,174.2,11.1,24.7,21.0,fire,Andhra Pradesh
23,8,2013,32.0,21.8,18.2,0.0,78.7,55.1,139.3,11.1,44.4,27.1,fire,Karnataka
28,9,2014,36.6,52.4,20.9,0.0,90.7,27.7,56.5,11.6,63.5,28.9,fire,Karnataka
25,8,2014,26.8,75.5,15.6,15.9,81.0,16.5,45.4,2.5,15.2,0.1,not fire,Karnataka
7,8,2014,34.9,57.4,17.1,0.3,81.0,34.5,154.5,13.4,45.9,10.0,fire,Karnataka
1,7,2014,24.2,79.3,22.2,2.9,66.1,11.8,38.7,2.9,5.1,0.1,not fire,Andhra Pradesh
1,6,2013,39.1,53.9,17.4,0.0,95.3,36.7,111.6,8.3,14.7,18.6,fire,Karnataka
25,8,2014,32.6,70.8,16.0,0.0,78.9,5.9,97.7,2.9,43.2,27.5,fire,Karnataka
27,8,2013,34.4,80.1,15.6,13.8,75.8,5.5,42.1,1.0,20.3,2.8,not fire,Karnataka
25,9,2013,22.4,88.4,22.6,15.6,53.1,21.3,9.1,1.2,2.6,2.7,not fire,Karnataka
20,7,2013,39.6,67.0,20.3,0.0,79.3,16.9,56.6,9.5,21.9,4.9,fire,Andhra Pradesh
13,7,2014,24.3,62.2,28.5,12.1,80.3,11.4,19.6,2.8,8.8,0.8,not fire,Andhra Pradesh
9,8,2013,32.0,28.0,12.1,0.0,79.1,16.8,179.5,4.0,26.6,27.1,fire,Karnataka
3,7,2013,31.0,25.5,14.8,0.0,92.5,12.4,131.1,10.1,14.1,20.1,fire,Karnataka
7,9,2014,25.8,74.1,13.4,7.4,44.5,20.7,8.8,1.5,12.0,2.0,not fire,Karnataka
6,9,2013,30.0,80.4,25.2,13.8,44.9,13.8,47.2,3.5,22.3,1.0,not fire,Karnataka
8,7,2014,24.7,74.1,24.6,7.9,54.1,21.1,23.7,3.0,10.8,0.9,not fire,Karnataka
27,8,2013,28.4,83.7,14.1,3.1,79.4,5.0,33.8,2.0,12.8,1.8,not fire,Karnataka
9,8,2013,25.2,76.3,18.3,10.6,35.6,14.6,15.1,1.0,6.2,0.5,not fire,Andhra Pradesh
5,6,2014,33.6,67.0,27.8,15.5,58.8,4.2,24.4,2.8,9.8,0.2,not fire,Karnataka
1,9,2013,29.8,86.6,25.5,2.8,64.3,6.1,16.7,3.1,7.0,0.7,not fire,Andhra Pradesh
19,7,2013,22.0,87.5,25.5,10.0,68.5,4.4,28.5,1.2,3.3,1.4,not fire,Andhra Pradesh
10,8,2013,34.9,58.4,17.0,3.3,40.9,22.8,28.9,1.6,19.3,0.4,not fire,Karnataka
12,7,2013,28.8,72.0,22.1,16.0,69.6,10.4,46.6,0.6,1.7,0.6,not fire,Andhra Pradesh
24,9,2014,26.8,74.9,22.5,14.6,55.5,12.9,8.5,0.1,14.2,1.2,not fire,Andhra Pradesh
